mean_r,mean_g,mean_b,std_r,std_g,std_b,contrast,entropy,label
127.55601663961039,143.7398741883117,142.15890827922078,43.33315877562721,36.53970400113634,42.99009852525053,202.28202311197916,8.702568323428018,0
237.50999450683594,206.4993133544922,178.65077209472656,25.266447380753572,60.47512078456358,97.4664173857656,66.65625,5.982586177920376,0
172.56689453125,180.99423217773438,168.06654357910156,43.83821685254935,39.29715841953394,44.00562195032079,121.82319240196082,7.871893679902606,0
222.33207680393585,221.97363565962098,212.51421282798833,45.564612675384986,40.76339679870817,55.620456322433476,147.29114126461985,5.920533571561629,0
194.13453043193718,192.17063767997382,184.17662999018324,34.85852168771142,35.40583209509021,39.78615120796388,146.55643157786676,7.426955069745325,0
210.64519074675326,169.1639864042208,163.38821530032467,49.06451675278742,57.89616638675093,64.55094917731554,178.3375095492743,6.710397878888564,0
217.745021224711,217.99738078034682,218.45587969653178,16.495371345774874,16.47707253305481,18.466825892092277,7.2455615942029,4.7109288588011236,0
231.17992146809897,133.09280395507812,133.23890177408853,22.577066802485604,44.1341842126918,41.65189204099952,52.271928035248045,7.246766389309521,0
233.5546417236328,212.258056640625,208.62164306640625,37.89888085153556,64.09801175443582,66.2037429559716,87.60511642156862,5.404830609205632,0
201.96612548828125,206.23729451497397,196.47598266601562,59.76110116984505,48.3461520642713,55.30602536984991,478.14196108028716,7.467175944227435,0
217.64383951822916,105.10116577148438,75.08327229817708,41.37628265380177,54.68086203263891,45.84430255363358,100.50205269607844,7.534577536904271,0
159.63680460164835,131.40703983516482,117.85819024725275,48.57000937409879,61.069806104252656,65.68686706929077,299.18983170429516,8.349131127165817,0
103.94082942033678,83.00178108808291,61.21352817357513,68.00688552049691,64.39323460295437,56.97857840430049,169.3345727928477,8.571529705175983,0
162.703125,137.27346801757812,136.0071563720703,82.24375581083982,88.45991952550736,89.90607431048211,241.0800704656863,8.146789933276624,0
166.63717651367188,145.92582194010416,125.05961100260417,57.04142765349015,70.06641565745211,74.74557694187206,82.95018766318537,8.287489942057677,0
186.74361114228006,166.68830649685816,152.98896151256733,51.629333398869775,64.34552996851215,75.01260771804931,33.333900067446045,7.696541633021221,0
90.12715359237536,62.53409090909091,53.29779142228739,65.38814649893311,60.678006551952556,40.652041898503605,51.77948069852942,6.695758660549707,0
116.60635375976562,100.4863789876302,61.726053873697914,70.68231810489023,71.66141426377403,55.69415840557602,195.09870675587462,8.696647185656984,0
189.58058166503906,153.5398712158203,118.80036926269531,47.62868414592404,49.329686147733455,58.57885217263174,175.97781862745103,7.950484219229829,0
219.0171919138418,201.23089909957628,173.55835098870057,26.175364540954522,41.562132479518546,34.94034613140283,39.45544883144476,6.740184038784214,0
165.95886409457478,133.73058330278593,108.11999404325513,55.70240846045546,57.7728654251617,56.88618550202875,160.21762408088236,8.541960753689208,1
211.9220428466797,189.36581420898438,166.30548095703125,60.1818747063194,76.0630568843756,100.36165470485874,1069.0949142156862,6.15452491116047,1
152.03688049316406,121.8538818359375,102.82756042480469,65.55720152241527,70.68386788554093,72.83115375370134,147.91325061274514,8.674068574344606,1
122.06941498041776,117.76591057441253,113.0861516808094,50.10080422320713,49.29137053438336,53.83609513598285,42.949808017201654,7.977826123764118,1
97.57849156891496,75.87183834310851,62.82460822947214,75.26800023042001,76.9222728647303,75.03947531335565,213.9789086309011,7.823432279180046,1
149.33110337243403,129.382503207478,114.0323153409091,54.78202877442481,62.342738627738136,67.35238657430118,88.47759650735296,8.717315181407855,1
195.7790096507353,188.94615119485294,185.5792738970588,19.48020778961348,24.244761555809912,29.61004194889761,45.244088772123895,6.90323678069747,1
191.42558797200522,161.23019409179688,126.6749776204427,44.21450602565191,59.113637331089855,81.87337127449099,142.77562295751633,8.564532080668574,1
125.81192016601562,120.48014831542969,111.61376953125,62.96325310992091,70.63242258388173,78.27926700082926,310.5202512254902,9.011645945221998,1
104.76786804199219,91.80128479003906,81.75599670410156,71.1110091919838,68.83893430258766,66.0917755069774,207.69854473039214,8.405759983908052,1
156.94014406337047,134.5964158252089,111.49334087743732,58.16001073406399,57.008291579329544,61.652929861409255,311.69785483589385,9.226848472624543,1
131.38981405336258,126.74465460526316,119.70674570540936,59.542041597594775,63.56061368170094,71.37393756186152,232.7475404196766,9.216520360689035,1
155.71131388346353,117.14866129557292,86.77561442057292,57.22568155398594,60.663243470144856,66.32004150714592,191.38361822780678,8.777891030349139,1
183.92819213867188,163.1827392578125,142.73818969726562,54.306622617633415,63.96800761665166,69.93144726056201,264.5296415441176,8.953242217760582,1
157.02414772727272,135.5734577922078,116.09848823051948,49.95655524570159,52.34620040935633,57.54215854388734,272.6988220214844,9.01172536800005,1
169.41278076171875,163.03085327148438,158.18916829427084,45.7293612574858,52.32652540580999,58.8963949801469,355.1140767787206,9.31062371246996,1
173.91880580357142,154.28003246753246,144.70651126217533,50.11940063126963,61.84880447916802,66.39652930926829,417.86856168566777,8.27015986772529,1
209.3989678524804,176.4437112434726,178.01373816906005,48.62805901878525,74.62169448957113,79.27865473397677,520.417396106021,8.607453743754341,1
242.61445414490862,223.359752366188,206.70524640992167,21.367098266651688,44.13992725623285,64.1398918489055,72.57867719240838,4.9265506393341685,1
135.86950146627566,126.13369455645162,125.14984649926686,53.49873726660271,56.80370525950849,60.18836215953045,255.04094071646253,8.953658128134984,1
159.01164338826368,148.88003667604502,144.39043659565917,49.848932533615404,56.567358053606256,62.27205965492622,122.42042746358996,7.211702457083793,2
193.29078079178885,150.87952483504398,96.3838663856305,35.415084659758016,47.46455064699322,73.97811754140648,377.8994485294118,8.764931676544276,2
207.98970170454547,167.47897956378299,133.5554664589443,52.29590089775702,74.09924540615654,92.7608877070891,74.31356847426471,7.144442786586801,2
148.55650838216147,114.78912353515625,92.816650390625,75.35005804184054,72.62750457143134,72.72885354497426,100.71092728758168,8.796140563184762,2
155.19375410104988,122.20979945866142,71.59519562007874,53.99053262126252,65.58897976228154,84.91671223149245,349.0248560855264,8.874691893949567,2
161.40878161656892,128.58738086510263,92.74733092008798,72.24848738224559,67.78790573057972,79.43963022988332,221.67306077856367,8.650382435100344,2
208.785989010989,197.70405219780218,193.38567994505493,30.764397250236566,42.1326107196323,46.88860843803915,84.76502271475772,6.058903061163965,2
243.3839111328125,228.3907012939453,212.3683319091797,29.7692769648783,55.53362391021139,84.74400950602909,381.1604779411765,2.83954575008592,2
197.96995544433594,159.4774932861328,124.63291931152344,55.52859060915028,71.1105930429049,90.56430164715955,38.19345894607843,6.957068700661095,2
